candidate_name,base_ensemble,added_factor,rank_corr,top_k_cumulative_return,top_k_sharpe,top_k_hit_rate,top_bottom_spread_mean,turnover,n_rebalances,factor_vs_base_pearson,factor_vs_base_rank_corr_mean,rank_corr_diff_vs_base,bootstrap_ci_low,bootstrap_ci_high,n_dates
ensemble_4family,ensemble_4family,,0.0673813439750628,1.2395035504810274,0.5429968093752097,0.6041666666666666,0.005907418767196228,0.6013986013986014,144.0,,,0.0,0.0,0.0,2880
ensemble_best,ensemble_best,,0.06055397863129078,1.508639406967215,0.6425450304067706,0.5833333333333334,0.006180693482248947,0.6643356643356644,144.0,,,0.0,0.0,0.0,2880
ensemble_4family+image_score,ensemble_4family,image_score,0.055077395354171,0.8458982630958563,0.4241790598580838,0.6458333333333334,0.004888999645638472,0.6398601398601399,144.0,0.12009178793682561,0.14187810516428223,-0.01230394862089182,-0.02517338448544615,0.0006198269908444937,2880
ensemble_4family+image_factor_pc1,ensemble_4family,image_factor_pc1,0.05265388037403716,1.6759234696113392,0.6473962360716622,0.6041666666666666,0.004731833827037988,0.6118881118881119,144.0,0.13966352892878817,0.1556093984255399,-0.01472746360102565,-0.02799040951971926,-0.0016001185057269464,2880
ensemble_best+image_score,ensemble_best,image_score,0.051571776183626294,1.1439069073682435,0.49784163630634987,0.6458333333333334,0.005514687131833443,0.6643356643356644,144.0,0.11839716708084573,0.1452967504194294,-0.009152096649541083,-0.02170740331174334,0.0034938942919823172,2880
ensemble_best+image_factor_pc1,ensemble_best,image_factor_pc1,0.04733921591082299,1.7593415605672447,0.6884505339964978,0.6041666666666666,0.005887067903998802,0.6188811188811189,144.0,0.14981917276858536,0.1611939882130013,-0.013214762720467786,-0.026395506895473445,-4.492448156566511e-05,2880
