factor_name,coefficient,std_error_cluster_date,t_stat,p_value,base_r2,augmented_r2,delta_r2,daily_rank_correlation,n_obs,n_dates
image_factor_pc2,0.0014991454800631593,0.00021855993631393283,6.859196179073883,8.442802013064465e-12,0.004207377947420765,0.008637919041720732,0.004430541094299967,0.019567901333158756,20160,2880
image_factor_pc1,-0.0012762746576707327,0.00026483437895040803,-4.819142675995716,1.516501182408092e-06,0.004207377947420765,0.007904435605899485,0.0036970576584787196,-0.005743947287814782,20160,2880
image_score,0.23094720170397515,0.05574313234438296,4.143061073015695,3.525718759411767e-05,0.004207377947420765,0.00614335312332126,0.001935975175900495,-0.0006236540033456466,20160,2880
image_factor_pc3,-0.000520441986464199,0.00030209254067363364,-1.7227899282242116,0.08503390665144583,0.004207377947420765,0.004497873160799748,0.0002904952133789829,-0.0036190742101416904,20160,2880
