mode,k,members,rank_corr,top_k_sharpe,top_k_cum,top_k_hit
raw,1,logistic_cumulative_scale,0.0033358134920634885,0.12555277038177268,0.05796588973424921,0.5625
raw,1,logistic_image_scale,0.042485119047619056,0.42257829092773214,0.7646659779712726,0.6041666666666666
raw,1,cnn_1d_image_scale,0.025175406737741875,0.17904038389121407,0.17598540285685726,0.5694444444444444
raw,1,cnn_1d_attention_image_scale,0.024975198412698407,0.10036585110958962,0.008253432057526267,0.5486111111111112
raw,1,cnn_1d_dilated_image_scale,0.0036210317460317453,0.15616639021522907,0.11948313725708326,0.5833333333333334
raw,1,cnn_lstm_image_scale,0.038918936946368284,0.3234387178947795,0.5920097292827411,0.6041666666666666
raw,1,cnnlstm_image_scale,0.04482886904761906,0.43372873123002603,0.899801674505295,0.5763888888888888
raw,1,cnnlstm_cumulative_scale,-0.012549603174603175,0.36099154509879655,0.5787823921091009,0.5625
raw,2,logistic_cumulative_scale + logistic_image_scale,0.029513888888888895,0.2932512553350784,0.5098132997747216,0.5902777777777778
raw,2,logistic_cumulative_scale + cnn_1d_image_scale,0.015252976190476195,0.13253320142160674,0.07910897620762491,0.5625
raw,2,logistic_cumulative_scale + cnn_1d_attention_image_scale,0.01883680555555556,0.04184678868662745,-0.10050715330698035,0.5208333333333334
raw,2,logistic_cumulative_scale + cnn_1d_dilated_image_scale,0.012512400793650796,0.23975489424714513,0.3478540305960376,0.5972222222222222
raw,2,logistic_cumulative_scale + cnn_lstm_image_scale,0.006932043650793658,0.1074575456374728,0.01288408017828635,0.5625
raw,2,logistic_cumulative_scale + cnnlstm_image_scale,0.006237599206349204,0.08312850078111896,-0.03954113623985045,0.5555555555555556
raw,2,logistic_cumulative_scale + cnnlstm_cumulative_scale,0.0027653769841269895,0.182041711950666,0.19596705087146638,0.5625
raw,2,logistic_image_scale + cnn_1d_image_scale,0.04759424603174604,0.21250288437628465,0.2589681178812595,0.5416666666666666
raw,2,logistic_image_scale + cnn_1d_attention_image_scale,0.04439484126984128,0.2547065563291597,0.3633692951044436,0.5833333333333334
raw,2,logistic_image_scale + cnn_1d_dilated_image_scale,0.03820684523809525,0.3023871473498931,0.5031249354262985,0.5833333333333334
raw,2,logistic_image_scale + cnn_lstm_image_scale,0.04561011904761906,0.49552062971352745,1.0465420052022743,0.5902777777777778
raw,2,logistic_image_scale + cnnlstm_image_scale,0.048958333333333354,0.45337049540204155,0.8933773485276664,0.5833333333333334
raw,2,logistic_image_scale + cnnlstm_cumulative_scale,0.03745039682539683,0.3736683458084621,0.6743517222641053,0.5902777777777778
raw,2,cnn_1d_image_scale + cnn_1d_attention_image_scale,0.04293154761904762,0.1583354468901349,0.1307228460533425,0.5625
raw,2,cnn_1d_image_scale + cnn_1d_dilated_image_scale,0.01981646825396826,0.2701934308362017,0.40293400871772955,0.5763888888888888
raw,2,cnn_1d_image_scale + cnn_lstm_image_scale,0.025446428571428578,0.24300835494850678,0.3333363567195735,0.5763888888888888
raw,2,cnn_1d_image_scale + cnnlstm_image_scale,0.034908234126984135,0.15261785553855606,0.11848998106191178,0.5555555555555556
raw,2,cnn_1d_image_scale + cnnlstm_cumulative_scale,0.01878720238095239,0.23152486975837722,0.3045472523123842,0.5694444444444444
raw,2,cnn_1d_attention_image_scale + cnn_1d_dilated_image_scale,0.017559523809523817,0.154201237760524,0.13271070317834743,0.5555555555555556
raw,2,cnn_1d_attention_image_scale + cnn_lstm_image_scale,0.03030753968253969,0.11181766092695186,0.03086526735908901,0.5555555555555556
raw,2,cnn_1d_attention_image_scale + cnnlstm_image_scale,0.033072916666666674,0.11516115118445548,0.03839497183094931,0.5347222222222222
raw,2,cnn_1d_attention_image_scale + cnnlstm_cumulative_scale,0.01671626984126985,0.2624798182174805,0.3877618750101517,0.5625
raw,2,cnn_1d_dilated_image_scale + cnn_lstm_image_scale,0.015972222222222224,0.096364447841465,-0.00872411648403415,0.5902777777777778
raw,2,cnn_1d_dilated_image_scale + cnnlstm_image_scale,0.016046626984126993,0.09474796475680836,-0.016608824338982586,0.5694444444444444
raw,2,cnn_1d_dilated_image_scale + cnnlstm_cumulative_scale,0.003447420634920633,0.34997140992821607,0.667063126115599,0.5833333333333334
raw,2,cnn_lstm_image_scale + cnnlstm_image_scale,0.0410094246031746,0.2802670468490003,0.45095648919497044,0.5763888888888888
raw,2,cnn_lstm_image_scale + cnnlstm_cumulative_scale,0.011979166666666667,0.6371254656921121,1.5857660165281335,0.5972222222222222
raw,2,cnnlstm_image_scale + cnnlstm_cumulative_scale,0.014434523809523814,0.6110410488899953,1.4791227783792098,0.5972222222222222
raw,3,logistic_cumulative_scale + logistic_image_scale + cnn_1d_image_scale,0.0334201388888889,0.2857626558733501,0.47979493586301003,0.6111111111111112
raw,3,logistic_cumulative_scale + logistic_image_scale + cnn_1d_attention_image_scale,0.038045634920634924,0.24690996434007598,0.36402505305360155,0.5694444444444444
raw,3,logistic_cumulative_scale + logistic_image_scale + cnn_1d_dilated_image_scale,0.03519345238095238,0.38010580262433863,0.7935729281970239,0.5972222222222222
raw,3,logistic_cumulative_scale + logistic_image_scale + cnn_lstm_image_scale,0.03311011904761905,0.24419319029227662,0.36485743282369,0.5902777777777778
raw,3,logistic_cumulative_scale + logistic_image_scale + cnnlstm_image_scale,0.03381696428571429,0.2671011741866562,0.4326172120828442,0.5902777777777778
raw,3,logistic_cumulative_scale + logistic_image_scale + cnnlstm_cumulative_scale,0.0275297619047619,0.3518824194959562,0.7030184969636897,0.5763888888888888
