rmse,mae,future_return_rank_correlation,top_k_cumulative_return,top_k_sharpe,top_k_hit_rate,top_bottom_spread_mean,turnover,n_rebalances,model_name,n_dates,n_rows,n_folds
0.03539058757728022,0.02473151235621226,0.03106060606060607,0.03899411596321056,0.12381697856538233,0.5606060606060606,0.0011566391038170722,0.5538461538461539,66.0,cnn_2d_residual_small,1320,9240,
0.04650015911214912,0.030377726877802498,-0.05809553246618335,0.005031256774074011,0.10027592069508888,0.5555555555555556,-0.002326144233555417,0.6048951048951049,144.0,cnn_2d_residual_small_extra_pretrained,2880,20160,48.0
