factor_name,coefficient,std_error_cluster_date,t_stat,p_value,base_r2,augmented_r2,delta_r2,daily_rank_correlation,n_obs,n_dates
image_factor_pc3,0.0017656799539806966,0.0004145499927889551,4.2592690500409525,2.1166831470686986e-05,0.004207377947420765,0.007386937984019015,0.00317956003659825,-0.03634788563413437,20160,2880
image_factor_pc2,-0.0009423490906292352,0.0002468362950017745,-3.8177087799120497,0.0001375352348069736,0.004207377947420765,0.005559595438483833,0.001352217491063068,-0.02884094157220126,20160,2880
image_factor_pc1,0.0008159348096338336,0.00022976949116162854,3.551101608437102,0.0003897712748315296,0.004207377947420765,0.005793187654460907,0.0015858097070401422,0.059206995484132226,20160,2880
image_score,0.15042011204723776,0.04505656971986956,3.338472346706496,0.0008531211283699935,0.004207377947420765,0.005381032076731462,0.0011736541293106972,0.028512590371846395,20160,2880
