factor_name,coefficient,std_error_cluster_date,t_stat,p_value,base_r2,augmented_r2,delta_r2,daily_rank_correlation,n_obs,n_dates
image_factor_pc3,0.0005987025713024134,0.00038450686140035264,1.5570660276957655,0.11956472261805628,0.004207377947420765,0.004614197892219507,0.00040681994479874195,-0.027907848387752968,20160,2880
image_score,-0.12480167544829396,0.09116694423106145,-1.3689355994206158,0.17112619832436016,0.004207377947420765,0.004454861645993402,0.00024748369857263697,0.008669396453071363,20160,2880
image_factor_pc2,-0.00019144118245255923,0.0002989096081115991,-0.6404651348011667,0.5219212187329543,0.004207377947420765,0.004271994179862348,6.461623244158332e-05,0.04839158347601843,20160,2880
image_factor_pc1,3.300074502406543e-05,0.00020354564601805949,0.16212945680566146,0.8712152872528964,0.004207377947420765,0.004209847239631803,2.4692922110380877e-06,0.06872227509531847,20160,2880
