candidate_name,base_ensemble,added_factor,rank_corr,top_k_cumulative_return,top_k_sharpe,top_k_hit_rate,top_bottom_spread_mean,turnover,n_rebalances,factor_vs_base_pearson,factor_vs_base_rank_corr_mean,rank_corr_diff_vs_base,bootstrap_ci_low,bootstrap_ci_high,n_dates
ensemble_4family,ensemble_4family,,0.0673813439750628,1.2395035504810274,0.5429968093752097,0.6041666666666666,0.005907418767196228,0.6013986013986014,144.0,,,0.0,0.0,0.0,2880
ensemble_best,ensemble_best,,0.06055397863129078,1.508639406967215,0.6425450304067706,0.5833333333333334,0.006180693482248947,0.6643356643356644,144.0,,,0.0,0.0,0.0,2880
ensemble_4family+image_factor_pc1,ensemble_4family,image_factor_pc1,0.05799201288791954,1.0370214661457378,0.5059691306354519,0.625,0.004154863387711358,0.5559440559440559,144.0,0.2666776241131261,0.27783258396249777,-0.009389331087143276,-0.020938492212420844,0.0023179614607983434,2880
ensemble_best+image_factor_pc1,ensemble_best,image_factor_pc1,0.05528315742351013,0.9764186467471849,0.48819066759418056,0.5972222222222222,0.0035731428353056108,0.5909090909090909,144.0,0.22651692501789186,0.2228769981446648,-0.005415905207702198,-0.017193510295904366,0.006648182289982865,2880
ensemble_4family+image_score,ensemble_4family,image_score,0.03735354565678915,0.38911403336630657,0.2624353100714802,0.5902777777777778,0.0009077757794164152,0.5909090909090909,144.0,0.13945061188943492,0.2581596966741747,-0.030027798318273662,-0.041932336882293114,-0.01782985335507128,2880
ensemble_best+image_score,ensemble_best,image_score,0.03423159377787482,0.7214716650094879,0.3775950596708957,0.5833333333333334,0.0013056226165002367,0.6328671328671329,144.0,0.13138614836621906,0.2361625355635949,-0.026322384853415957,-0.03833830177888424,-0.014311700308179624,2880
