factor_name,coefficient,std_error_cluster_date,t_stat,p_value,base_r2,augmented_r2,delta_r2,daily_rank_correlation,n_obs,n_dates
image_factor_pc1,-0.0013102586739708814,0.00020044246174599984,-6.5368318796205855,7.405542845617674e-11,0.004207377947420765,0.008083966804979914,0.003876588857559149,0.0198400353479612,20160,2880
image_score,-0.2584124812018431,0.06718064016343395,-3.846531985601644,0.000122399279669283,0.004207377947420765,0.0058933232904362365,0.0016859453430154714,-0.013913466022861632,20160,2880
image_factor_pc3,0.000834799506503657,0.00034045182577167356,2.4520341596391417,0.014264106742102545,0.004207377947420765,0.004939813069754884,0.0007324351223341186,0.0027755332444893265,20160,2880
image_factor_pc2,-0.00048610451787830015,0.00029492531729972173,-1.6482291935089792,0.09941476216535539,0.004207377947420765,0.00455855550111639,0.0003511775536956252,0.030447876345953213,20160,2880
